Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT1883,4.51,1.0,8.65,52.5,Medium
INT1884,5.59,1.8,81.36,46.2,Low
INT1885,1.97,3.67,57.28,85.02,High
INT1886,3.87,2.24,71.82,53.59,Medium
INT1887,1.0,1.0,1.68,69.96,Medium
INT1888,2.85,1.19,85.01,68.25,Medium
INT1889,5.3,2.24,93.15,67.26,Medium
INT1890,7.0,1.59,25.84,43.67,Low
INT1891,1.74,2.7,97.58,89.96,High
INT1892,3.03,1.0,52.96,46.81,Low
INT1893,5.92,2.3,99.19,50.11,Medium
INT1894,2.27,2.8,92.89,86.24,High
INT1895,4.73,3.95,83.01,66.11,Medium
INT1896,5.78,2.98,86.75,56.48,Medium
INT1897,4.35,2.87,53.63,41.73,Low
INT1898,1.71,3.58,52.07,82.15,High
INT1899,2.92,3.57,55.09,70.81,Medium
INT1900,6.19,1.8,54.37,41.72,Low
INT1901,3.85,2.86,46.92,51.15,Medium
INT1902,1.2,4.0,9.72,93.98,High
INT1903,5.68,3.52,93.01,72.96,Medium
INT1904,1.36,1.0,6.18,81.68,High
INT1905,5.19,2.81,61.99,69.64,Medium
INT1906,1.94,3.83,82.64,85.9,High
INT1907,6.68,3.92,65.99,66.67,Medium
INT1908,2.81,2.71,62.16,66.31,Medium
INT1909,2.53,3.52,67.12,66.71,Medium
INT1910,1.48,1.0,89.83,60.57,Medium
INT1911,2.9,3.71,79.31,95.66,High
INT1912,6.16,3.21,0.0,60.06,Medium
INT1913,6.77,1.61,90.89,44.5,Low
INT1914,3.03,5.0,,76.88,High
INT1915,3.4,3.66,84.96,88.1,High
INT1916,5.24,4.0,71.96,76.35,High
INT1917,6.02,4.3,86.56,70.8,Medium
INT1918,4.76,2.99,96.37,89.94,High
INT1919,2.97,1.0,87.5,60.29,Medium
INT1920,3.93,3.37,39.22,87.5,High
INT1921,4.76,5.0,57.55,64.79,Medium
INT1922,1.46,1.0,0.0,75.21,High
INT1923,5.05,1.8,,43.84,Low
INT1924,,5.0,53.77,86.57,High
INT1925,6.18,2.98,6.32,49.52,Low
INT1926,1.2,3.48,64.59,91.85,High
INT1927,4.21,1.8,52.44,41.01,Low
INT1928,3.64,1.88,95.14,59.39,Medium
INT1929,,4.46,74.16,63.58,Medium
INT1930,1.2,1.75,24.11,62.76,Medium
INT1931,4.56,5.0,85.82,71.83,Medium
INT1932,3.9,3.06,94.3,76.36,High
INT1933,4.24,1.11,50.02,38.46,Low
INT1934,4.37,2.45,84.39,53.19,Medium
INT1935,5.17,1.0,88.35,66.47,Medium
INT1936,6.32,3.34,60.5,44.6,Low
INT1937,2.64,2.17,74.48,89.41,High
INT1938,5.88,4.26,8.33,51.8,Medium
INT1939,3.86,,87.34,56.15,Medium
INT1940,1.74,1.0,92.37,87.25,High
INT1941,,1.8,15.97,57.06,Medium
INT1942,3.47,1.8,90.82,67.38,Medium
INT1943,5.63,,88.58,50.42,Medium
INT1944,5.06,4.0,67.35,74.26,Medium
INT1945,6.2,4.5,84.51,76.52,High
INT1946,4.54,4.11,50.0,68.72,Medium
INT1947,3.78,2.14,96.59,69.85,Medium
INT1948,1.4,2.89,,68.29,Medium
INT1949,3.22,3.0,81.02,77.29,High
INT1950,3.44,5.0,83.23,81.46,High
INT1951,1.42,3.97,78.07,100.0,High
INT1952,1.98,1.0,57.68,62.79,Medium
INT1953,4.61,2.0,52.55,47.6,Low
INT1954,5.65,4.58,95.39,77.49,High
INT1955,6.76,5.0,55.97,65.24,Medium
INT1956,7.0,2.39,58.56,62.91,Medium
INT1957,4.55,2.71,95.68,76.44,High
INT1958,3.1,3.82,84.08,94.4,High
INT1959,4.96,3.84,84.96,68.34,Medium
INT1960,6.06,5.0,99.27,78.83,High
INT1961,2.16,4.67,24.14,94.93,High
INT1962,3.73,5.0,48.59,86.35,High
INT1963,5.74,3.04,61.95,48.32,Low
INT1964,3.78,,81.52,60.42,Medium
INT1965,4.85,2.19,90.34,74.43,Medium
INT1966,4.19,1.81,63.15,69.73,Medium
INT1967,2.17,4.31,42.72,93.74,High
INT1968,3.23,1.8,89.31,63.74,Medium
INT1969,2.95,1.03,69.27,72.91,Medium
INT1970,,3.81,3.38,94.1,High
INT1971,1.0,,7.03,65.29,Medium
INT1972,6.12,2.08,80.39,47.98,Low
INT1973,2.35,2.35,65.73,72.87,Medium
INT1974,4.14,3.29,68.71,79.65,High
INT1975,3.07,1.0,82.12,63.5,Medium
INT1976,6.39,2.44,94.35,71.03,Medium
INT1977,2.45,2.59,60.02,67.83,Medium
INT1978,4.03,5.0,62.3,78.43,High
INT1979,6.5,4.47,97.64,62.81,Medium
INT1980,6.12,1.1,56.76,46.33,Low
INT1981,1.84,1.8,59.56,60.34,Medium
INT1982,,1.0,71.03,36.09,Low
INT1983,4.02,2.93,79.48,76.33,High
INT1984,4.22,1.23,42.61,55.49,Medium
INT1985,1.54,1.57,64.6,74.23,Medium
INT1986,1.64,2.36,96.03,91.71,High
INT1987,4.97,1.0,95.75,62.77,Medium
INT1988,3.5,,69.6,56.19,Medium
INT1989,3.67,5.0,71.71,79.61,High
INT1990,5.1,5.0,54.79,80.2,High
INT1991,5.17,1.8,83.15,47.82,Low
INT1992,2.18,3.22,69.11,63.09,Medium
INT1993,4.66,4.64,33.83,82.61,High
INT1994,,2.75,67.4,56.1,Medium
INT1995,5.67,4.71,61.77,74.37,Medium
INT1996,5.17,1.8,72.91,42.95,Low
INT1997,6.55,2.49,48.26,74.89,Medium
INT1998,1.17,1.0,87.1,79.01,High
INT1999,1.44,4.0,88.94,98.67,High
INT2000,2.39,1.27,68.74,62.33,Medium
INT2001,2.89,5.0,88.23,80.09,High
INT2002,2.5,2.12,50.33,45.98,Low
INT2003,6.17,2.77,73.85,41.9,Low
INT2004,2.63,4.89,89.7,93.3,High
INT2005,3.08,2.11,81.5,81.45,High
INT2006,5.14,4.51,73.7,75.33,High
INT2007,3.31,2.52,82.23,69.0,Medium
INT2008,6.0,4.28,56.47,82.17,High
INT2009,1.0,2.6,78.32,84.08,High
INT2010,,3.92,54.41,95.68,High
INT2011,1.05,5.0,2.23,100.0,High
INT2012,1.35,2.12,,74.37,Medium
INT2013,6.51,3.54,78.67,67.29,Medium
INT2014,1.85,4.19,20.36,86.43,High
INT2015,4.6,1.0,68.72,55.17,Medium
INT2016,3.74,5.0,78.27,74.21,Medium
INT2017,3.56,2.09,89.86,63.0,Medium
INT2018,6.38,5.0,36.7,67.6,Medium
INT2019,1.0,3.3,2.61,80.73,High
INT2020,5.44,1.8,37.4,36.98,Low
INT2021,6.28,2.4,87.23,49.36,Low
INT2022,4.64,3.11,70.95,65.6,Medium
INT2023,6.15,5.0,46.67,63.65,Medium
INT2024,1.57,5.0,90.13,100.0,High
INT2025,3.95,1.0,64.81,60.02,Medium
INT2026,2.45,1.0,54.84,53.54,Medium
INT2027,5.12,4.8,76.01,66.43,Medium
INT2028,6.62,4.06,40.13,53.61,Medium
INT2029,2.53,1.0,89.86,80.57,High
INT2030,4.6,2.04,98.42,66.79,Medium
INT2031,2.36,2.81,52.77,69.13,Medium
INT2032,4.26,3.15,79.58,65.12,Medium
INT2033,3.6,,84.06,82.89,High
INT2034,6.79,3.98,66.12,61.6,Medium
INT2035,4.69,3.51,97.13,89.02,High
INT2036,2.74,4.77,65.03,74.84,Medium
INT2037,1.89,3.55,76.09,66.58,Medium
INT2038,2.29,5.0,0.0,88.44,High
INT2039,2.13,2.23,41.62,75.22,High
INT2040,2.19,1.0,79.26,60.89,Medium
INT2041,,1.49,86.26,60.95,Medium
INT2042,,1.0,59.51,64.86,Medium
INT2043,3.68,5.0,85.71,85.57,High
INT2044,1.81,1.81,,75.21,High
INT2045,5.9,3.71,63.68,73.18,Medium
INT2046,5.01,1.8,57.19,38.37,Low
INT2047,1.89,3.38,58.13,73.29,Medium
INT2048,5.04,4.0,58.14,79.58,High
INT2049,4.66,5.0,94.54,87.77,High
INT2050,1.17,1.0,53.8,60.2,Medium
INT2051,4.07,2.91,90.08,66.18,Medium
INT2052,3.91,,61.68,56.29,Medium
INT2053,1.57,3.4,73.42,84.55,High
INT2054,,4.83,95.8,68.27,Medium
INT2055,6.49,3.0,79.3,67.64,Medium
INT2056,4.67,2.04,60.51,55.6,Medium
INT2057,4.0,5.0,64.2,73.19,Medium
INT2058,3.42,1.75,96.02,74.84,Medium
INT2059,5.16,1.0,71.36,50.5,Medium
INT2060,4.48,3.06,79.35,65.31,Medium
INT2061,1.0,5.0,73.0,95.11,High
INT2062,3.76,2.17,68.92,76.58,High
INT2063,5.81,3.11,61.16,58.91,Medium
INT2064,4.19,5.0,84.31,74.11,Medium
INT2065,1.15,2.72,85.91,96.99,High
INT2066,5.85,3.51,63.74,52.81,Medium
INT2067,1.72,3.13,89.45,77.27,High
INT2068,2.76,4.71,92.73,94.52,High
INT2069,2.09,3.45,,96.85,High
INT2070,3.2,2.09,26.75,62.05,Medium
INT2071,5.94,4.46,65.2,51.77,Medium
INT2072,3.77,1.0,,66.27,Medium
INT2073,1.99,1.8,59.93,58.18,Medium
INT2074,6.77,4.0,50.17,71.53,Medium
INT2075,5.94,1.62,93.54,55.74,Medium
INT2076,6.44,4.3,29.82,68.67,Medium
INT2077,2.66,1.8,70.72,60.67,Medium
INT2078,3.89,4.79,44.56,74.02,Medium
INT2079,6.64,1.0,92.41,34.89,Low
INT2080,5.35,4.86,1.62,68.18,Medium
INT2081,1.33,3.12,5.12,94.24,High
INT2082,1.08,2.5,80.85,92.19,High
INT2083,3.94,1.8,76.36,53.1,Medium
INT2084,6.45,1.0,45.29,39.78,Low
INT2085,4.12,1.8,62.19,44.63,Low
INT2086,3.79,2.96,81.2,59.53,Medium
INT2087,2.08,1.51,72.34,84.69,High
INT2088,4.95,4.86,65.84,73.95,Medium
INT2089,5.99,2.45,36.35,65.42,Medium
INT2090,3.73,2.2,75.59,72.44,Medium
INT2091,5.8,3.69,70.84,51.07,Medium
INT2092,7.0,2.78,89.46,51.85,Medium
INT2093,1.83,2.35,71.24,64.98,Medium
INT2094,4.49,2.4,63.47,79.38,High
INT2095,2.56,,93.1,85.4,High
INT2096,6.07,1.8,79.84,47.97,Low
INT2097,4.83,3.31,79.58,50.46,Medium
INT2098,4.58,5.0,,76.25,High
INT2099,5.7,5.0,85.94,71.39,Medium
INT2100,3.61,3.44,65.65,70.79,Medium
INT2101,6.09,1.63,51.69,45.13,Low
INT2102,4.46,1.85,90.53,63.12,Medium
INT2103,1.56,3.92,56.45,91.64,High
INT2104,5.59,4.99,46.84,72.19,Medium
INT2105,5.54,1.21,6.49,40.11,Low
INT2106,2.98,3.39,68.77,81.16,High
INT2107,5.76,2.04,26.83,57.18,Medium
INT2108,6.21,1.99,37.57,52.43,Medium
INT2109,2.56,1.0,82.66,72.04,Medium
INT2110,6.89,1.0,58.57,33.39,Low
INT2111,1.34,1.0,68.58,56.3,Medium
INT2112,2.6,3.69,96.51,93.16,High
INT2113,1.62,2.87,72.12,68.31,Medium
INT2114,6.63,5.0,90.13,69.79,Medium
INT2115,4.9,5.0,96.36,93.25,High
INT2116,1.93,2.91,59.16,71.17,Medium
INT2117,3.35,4.49,68.42,71.48,Medium
INT2118,4.8,3.21,65.87,73.27,Medium
INT2119,1.54,3.16,98.13,98.12,High
INT2120,5.95,2.04,,69.62,Medium
INT2121,5.56,2.2,91.86,60.63,Medium
INT2122,3.6,4.42,50.76,54.37,Medium
INT2123,6.37,4.18,97.71,63.27,Medium
INT2124,3.02,2.9,0.0,92.4,High
INT2125,6.62,2.11,88.4,49.81,Low
INT2126,5.19,5.0,54.08,76.69,High
INT2127,4.63,2.88,8.69,47.42,Low
INT2128,1.84,,98.11,100.0,High
INT2129,5.92,3.48,75.03,64.04,Medium
INT2130,3.64,3.65,42.53,63.41,Medium
INT2131,1.81,5.0,92.0,83.0,High
INT2132,1.26,1.89,0.0,66.08,Medium
INT2133,4.6,1.9,44.72,52.65,Medium
INT2134,4.24,1.25,68.79,47.95,Low
INT2135,5.1,3.06,67.49,40.84,Low
INT2136,6.35,1.39,65.38,42.74,Low
INT2137,1.23,5.0,,86.85,High
INT2138,5.79,2.43,58.65,55.22,Medium
INT2139,2.39,1.0,82.02,67.77,Medium
INT2140,6.14,4.21,95.97,75.55,High
INT2141,6.38,4.21,40.58,64.13,Medium
INT2142,,5.0,64.9,84.77,High
INT2143,5.09,5.0,57.96,60.68,Medium
INT2144,2.49,1.0,56.96,67.49,Medium
INT2145,3.87,2.7,98.57,77.75,High
INT2146,6.29,4.39,67.46,58.9,Medium
INT2147,4.13,1.0,64.55,51.59,Medium
INT2148,3.25,1.0,,49.08,Low
INT2149,3.86,3.12,,54.15,Medium
INT2150,6.12,1.01,42.95,49.88,Low
INT2151,3.27,3.52,81.5,68.54,Medium
INT2152,1.95,2.75,85.83,82.03,High
INT2153,5.25,2.35,0.0,57.11,Medium
INT2154,6.14,,58.25,64.17,Medium
INT2155,1.98,3.18,,90.5,High
INT2156,2.73,1.18,42.81,70.19,Medium
INT2157,1.37,1.0,86.16,61.21,Medium
INT2158,2.71,1.0,78.62,53.42,Medium
INT2159,4.05,2.37,74.33,64.64,Medium
INT2160,5.82,2.42,84.9,50.72,Medium
INT2161,4.8,2.31,69.79,56.07,Medium
INT2162,4.81,3.31,56.31,64.01,Medium
INT2163,3.52,2.19,74.44,72.85,Medium
INT2164,6.46,2.72,42.25,47.03,Low
INT2165,4.11,1.38,60.1,62.21,Medium
INT2166,6.58,4.26,96.78,64.28,Medium
INT2167,5.03,5.0,28.22,71.34,Medium
INT2168,1.36,5.0,70.46,90.03,High
INT2169,5.45,3.01,57.75,57.5,Medium
INT2170,2.6,3.25,53.46,70.95,Medium
INT2171,5.28,1.46,9.87,49.18,Low
INT2172,1.53,3.52,38.26,93.76,High
INT2173,2.33,1.0,61.23,50.66,Medium
INT2174,6.18,5.0,52.69,65.51,Medium
INT2175,1.92,4.46,20.79,88.07,High
INT2176,6.23,,82.05,65.57,Medium
INT2177,2.56,1.0,0.0,56.93,Medium
INT2178,4.68,5.0,52.37,60.78,Medium
INT2179,5.65,1.0,,64.54,Medium
INT2180,4.17,1.0,58.49,48.56,Low
INT2181,3.04,1.11,96.54,72.15,Medium
INT2182,2.31,4.0,36.24,94.37,High
INT2183,1.47,3.0,1.68,82.54,High
INT2184,,3.45,52.07,70.2,Medium
INT2185,5.08,2.09,93.84,53.16,Medium
INT2186,7.0,3.66,68.54,59.93,Medium
INT2187,,1.81,70.37,62.69,Medium
INT2188,5.81,1.46,0.0,67.31,Medium
INT2189,6.03,1.04,96.12,64.19,Medium
INT2190,4.87,1.74,84.63,63.96,Medium
INT2191,2.52,3.17,62.38,73.25,Medium
INT2192,6.91,2.73,59.25,35.82,Low
INT2193,4.55,5.0,61.52,75.59,High
INT2194,4.2,1.36,63.18,66.72,Medium
INT2195,1.66,1.0,61.51,66.58,Medium
INT2196,3.18,4.4,59.36,68.39,Medium
INT2197,4.16,2.22,55.8,78.34,High
INT2198,5.98,1.0,9.36,36.66,Low
INT2199,,1.17,81.25,57.63,Medium
INT2200,3.6,4.52,64.54,78.28,High
INT2201,6.64,1.26,53.26,43.48,Low
INT2202,1.82,4.97,54.09,83.75,High
INT2203,3.86,2.32,56.3,53.28,Medium
INT2204,1.54,4.85,2.63,93.78,High
INT2205,5.72,1.0,82.89,42.58,Low
INT2206,6.1,1.0,53.23,32.38,Low
INT2207,2.26,2.59,38.51,92.4,High
INT2208,5.96,1.33,63.93,53.96,Medium
INT2209,2.29,2.21,78.9,64.61,Medium
INT2210,6.46,1.0,41.23,40.75,Low
INT2211,5.41,2.47,74.06,61.93,Medium
INT2212,5.89,2.04,65.73,58.58,Medium
INT2213,1.0,3.97,0.36,96.32,High
INT2214,6.77,5.0,87.12,76.09,High
INT2215,5.19,4.34,93.99,72.64,Medium
INT2216,2.53,3.57,69.55,81.62,High
INT2217,6.13,3.76,52.93,46.48,Low
INT2218,2.86,,87.0,86.9,High
INT2219,6.57,3.01,54.85,48.07,Low
INT2220,2.05,1.31,97.36,76.04,High
INT2221,5.42,1.0,62.65,44.07,Low
INT2222,,2.09,87.11,54.81,Medium
INT2223,1.14,3.38,52.73,55.86,Medium
INT2224,2.06,3.74,54.17,73.93,Medium
INT2225,1.38,3.94,7.04,92.37,High
INT2226,3.54,3.74,88.45,71.91,Medium
INT2227,2.67,3.94,62.11,72.58,Medium
INT2228,4.24,1.0,68.24,43.14,Low
INT2229,2.48,4.8,76.28,77.73,High
INT2230,3.08,1.09,21.86,56.33,Medium
INT2231,5.22,4.26,41.84,62.45,Medium
INT2232,1.24,2.91,4.92,96.75,High
INT2233,6.07,1.0,59.16,36.87,Low
INT2234,6.29,1.0,68.42,47.27,Low
INT2235,5.24,2.69,57.4,53.13,Medium
INT2236,4.42,4.0,81.79,82.44,High
INT2237,6.63,4.89,59.41,68.59,Medium
INT2238,1.85,2.59,95.6,96.11,High
INT2239,1.66,2.13,89.66,78.92,High
INT2240,2.67,3.97,58.81,92.46,High
INT2241,6.24,2.21,90.87,49.11,Low
INT2242,1.0,1.01,0.94,59.95,Medium
INT2243,4.09,3.42,96.12,81.06,High
INT2244,6.73,5.0,,77.48,High
INT2245,5.75,1.16,89.26,41.41,Low
INT2246,3.8,1.0,54.25,46.81,Low
INT2247,1.21,2.73,79.14,67.27,Medium
INT2248,5.9,1.0,91.06,48.55,Low
INT2249,4.99,1.8,93.08,55.55,Medium
INT2250,1.39,5.0,51.43,88.94,High
INT2251,2.03,3.47,96.96,88.29,High
INT2252,6.77,3.11,52.17,60.58,Medium
INT2253,,2.1,80.73,76.25,High
INT2254,6.41,4.74,84.67,64.16,Medium
INT2255,6.52,2.19,55.37,57.27,Medium
INT2256,4.72,2.38,,65.55,Medium
INT2257,4.04,3.86,58.84,66.26,Medium
INT2258,3.59,3.04,69.23,66.68,Medium
INT2259,3.33,2.93,55.36,66.88,Medium
INT2260,3.49,5.0,56.65,87.67,High
INT2261,5.18,4.73,92.46,83.8,High
INT2262,4.87,3.44,79.37,58.31,Medium
INT2263,6.43,2.05,58.06,56.99,Medium
INT2264,3.97,1.0,50.76,48.74,Low
INT2265,4.22,5.0,85.04,74.97,Medium
INT2266,4.91,1.49,77.51,55.92,Medium
INT2267,4.3,1.0,48.5,51.92,Medium
INT2268,5.62,1.0,90.66,61.72,Medium
INT2269,2.03,,71.71,79.86,High
INT2270,4.41,2.28,,46.11,Low
INT2271,1.22,5.0,97.0,100.0,High
INT2272,2.84,2.11,77.26,55.75,Medium
INT2273,3.67,4.0,80.76,91.46,High
INT2274,4.74,3.63,96.67,74.98,Medium
INT2275,6.83,3.92,96.58,50.82,Medium
INT2276,4.23,3.36,78.6,56.75,Medium
INT2277,5.4,2.96,39.5,68.35,Medium
INT2278,3.74,1.41,99.86,79.35,High
INT2279,5.16,4.49,84.04,69.22,Medium
INT2280,1.0,,70.42,73.22,Medium
INT2281,2.39,3.75,77.99,72.03,Medium
INT2282,3.3,5.0,70.79,88.3,High
INT2283,4.24,1.0,94.42,67.29,Medium
INT2284,1.64,1.67,0.0,79.42,High
INT2285,2.24,1.17,91.18,69.93,Medium
INT2286,2.22,5.0,92.01,87.43,High
INT2287,7.0,5.0,91.22,63.92,Medium
INT2288,3.27,1.97,86.11,69.73,Medium
INT2289,4.29,1.0,92.74,56.37,Medium
INT2290,1.99,2.65,69.36,60.35,Medium
INT2291,5.07,3.51,0.0,57.85,Medium
INT2292,2.58,2.44,92.12,75.82,High
INT2293,2.37,4.0,40.3,98.82,High
INT2294,4.02,2.68,56.37,62.26,Medium
INT2295,1.0,1.83,1.03,64.32,Medium
INT2296,1.1,5.0,6.13,93.04,High
INT2297,2.17,1.0,87.55,79.87,High
INT2298,1.51,2.4,0.94,88.07,High
INT2299,1.78,1.18,60.19,55.4,Medium
INT2300,3.22,3.33,59.99,70.09,Medium
INT2301,5.55,4.58,64.06,70.73,Medium
INT2302,4.9,2.36,89.65,68.45,Medium
INT2303,4.24,3.18,74.44,64.9,Medium
INT2304,2.46,2.5,86.58,84.03,High
INT2305,6.84,3.64,39.83,71.07,Medium
INT2306,3.05,3.7,67.36,60.03,Medium
INT2307,1.08,3.82,92.07,87.11,High
INT2308,4.73,5.0,51.77,80.15,High
INT2309,1.73,1.49,98.74,71.97,Medium
INT2310,2.76,5.0,82.41,85.3,High
INT2311,3.89,3.26,71.62,69.48,Medium
INT2312,6.7,5.0,81.4,68.91,Medium
INT2313,3.75,4.0,56.14,59.62,Medium
INT2314,4.87,2.06,75.7,58.28,Medium
INT2315,7.0,3.54,99.25,62.43,Medium
INT2316,1.59,2.66,61.76,61.16,Medium
INT2317,2.83,,86.11,70.72,Medium
INT2318,3.1,1.0,71.75,56.71,Medium
INT2319,3.58,2.63,53.35,52.39,Medium
INT2320,3.36,4.68,60.24,82.08,High
INT2321,6.91,4.33,73.52,54.34,Medium
INT2322,5.21,2.88,99.0,84.8,High
INT2323,4.73,3.16,59.76,48.82,Low
INT2324,3.3,4.95,45.71,75.52,High
INT2325,6.43,1.8,78.78,45.61,Low
INT2326,6.33,4.96,78.25,67.65,Medium
INT2327,6.26,3.93,80.76,71.93,Medium
INT2328,1.0,1.8,0.0,62.76,Medium
INT2329,4.91,3.65,17.12,76.12,High
INT2330,1.19,1.0,95.0,75.73,High
INT2331,2.45,1.45,91.35,87.85,High
INT2332,1.02,2.94,30.12,98.89,High
INT2333,4.69,4.0,70.66,78.86,High
INT2334,5.17,2.83,88.53,88.37,High
INT2335,1.38,1.0,99.0,83.43,High
INT2336,3.34,1.0,0.0,66.55,Medium
INT2337,4.21,2.55,94.97,65.8,Medium
INT2338,3.42,2.8,57.92,69.54,Medium
INT2339,1.71,3.97,95.72,96.46,High
INT2340,,,67.33,58.75,Medium
INT2341,5.59,4.44,68.85,68.61,Medium
INT2342,1.07,3.89,,73.89,Medium
INT2343,1.53,3.16,46.5,70.92,Medium
INT2344,2.81,3.45,60.47,79.1,High
INT2345,6.92,1.0,63.04,51.22,Medium
INT2346,5.48,3.25,28.52,67.57,Medium
INT2347,4.93,2.42,57.06,38.78,Low
INT2348,3.1,3.96,72.01,78.77,High
INT2349,4.48,2.06,64.1,46.49,Low
INT2350,1.0,2.58,0.21,72.25,Medium
INT2351,5.11,3.42,24.95,63.78,Medium
INT2352,6.6,2.42,95.87,78.23,High
INT2353,,3.61,73.33,62.64,Medium
INT2354,6.58,1.31,26.42,52.2,Medium
INT2355,5.03,1.15,86.98,61.88,Medium
INT2356,2.2,2.65,55.35,62.42,Medium
INT2357,,4.0,71.91,69.34,Medium
INT2358,1.52,5.0,56.57,82.36,High
INT2359,3.78,1.0,99.38,58.33,Medium
INT2360,1.69,3.66,40.8,78.05,High
INT2361,1.37,3.9,2.49,98.87,High
INT2362,3.51,3.95,36.32,67.08,Medium
INT2363,3.17,3.33,73.49,81.05,High
INT2364,4.0,1.0,53.01,51.31,Medium
INT2365,4.89,1.43,3.17,69.45,Medium
INT2366,1.74,2.41,8.91,64.18,Medium
INT2367,1.69,5.0,80.27,93.52,High
INT2368,4.42,1.0,54.71,54.7,Medium
INT2369,3.39,3.73,94.2,65.49,Medium
INT2370,5.1,3.36,77.19,78.75,High
INT2371,5.27,1.0,52.01,39.25,Low
INT2372,6.16,3.39,96.0,60.32,Medium
INT2373,5.38,1.0,,61.26,Medium
INT2374,3.16,,93.43,67.81,Medium
INT2375,5.31,2.65,92.84,88.44,High
INT2376,2.46,3.8,0.0,86.85,High
INT2377,3.15,2.06,,46.72,Low
INT2378,5.74,3.66,62.35,63.82,Medium
INT2379,3.45,2.11,93.78,75.92,High
INT2380,6.24,4.4,7.0,77.8,High
INT2381,6.2,2.05,,51.72,Medium
INT2382,6.64,3.1,72.0,54.15,Medium
INT2383,6.36,3.8,58.76,52.03,Medium
INT2384,3.74,3.76,98.42,75.75,High
INT2385,3.02,1.82,37.9,68.74,Medium
INT2386,4.68,1.8,59.55,48.39,Low
INT2387,2.77,3.02,50.46,88.74,High
INT2388,4.4,2.61,62.14,57.04,Medium
INT2389,5.64,5.0,96.94,91.06,High
INT2390,5.05,2.84,50.55,40.56,Low
INT2391,3.71,3.53,21.72,72.97,Medium
INT2392,1.71,4.56,75.24,94.71,High
INT2393,4.08,2.65,74.4,79.14,High
INT2394,2.06,5.0,58.17,90.95,High
INT2395,6.62,4.0,74.73,71.82,Medium
INT2396,2.98,1.44,70.58,61.12,Medium
INT2397,2.34,2.4,94.52,90.93,High
INT2398,1.2,1.43,7.19,57.83,Medium
INT2399,5.05,2.94,62.88,66.95,Medium
INT2400,4.41,1.0,81.22,51.64,Medium
INT2401,3.17,1.97,57.59,76.57,High
INT2402,1.81,,,77.07,High
INT2403,3.14,4.24,76.91,64.36,Medium
INT2404,3.11,2.88,61.74,56.1,Medium
INT2405,4.59,3.99,65.06,80.58,High
INT2406,5.06,2.89,62.26,48.27,Low
INT2407,3.67,1.0,82.51,56.51,Medium
INT2408,2.16,2.67,77.68,67.36,Medium
INT2409,6.54,4.0,26.28,65.93,Medium
INT2410,3.88,3.92,53.38,91.32,High
INT2411,4.66,2.62,56.7,77.18,High
INT2412,1.82,5.0,54.06,87.66,High
INT2413,3.68,1.0,94.49,61.56,Medium
INT2414,1.14,4.0,0.73,100.0,High
INT2415,3.55,3.17,97.53,64.51,Medium
INT2416,6.33,1.8,57.41,28.61,Low
INT2417,2.83,1.0,99.68,63.64,Medium
INT2418,1.35,2.29,8.21,89.34,High
INT2419,1.25,2.12,4.93,94.09,High
INT2420,3.06,1.0,75.76,64.87,Medium
INT2421,2.11,,28.23,91.21,High
INT2422,1.52,1.74,8.47,83.5,High
INT2423,5.32,1.4,82.2,46.45,Low
INT2424,4.08,3.66,54.58,66.15,Medium
INT2425,2.9,3.52,11.56,75.18,High
INT2426,5.93,4.13,29.13,65.79,Medium
INT2427,1.58,2.64,48.55,82.12,High
INT2428,6.75,2.37,80.7,60.73,Medium
INT2429,3.11,1.87,74.98,67.2,Medium
INT2430,6.12,2.58,40.85,56.62,Medium
INT2431,,5.0,76.59,85.65,High
INT2432,6.14,1.0,75.82,40.85,Low
INT2433,,2.55,50.97,62.52,Medium
INT2434,2.33,4.05,64.12,69.77,Medium
INT2435,6.45,1.01,52.66,34.82,Low
INT2436,3.33,4.0,95.01,92.87,High
INT2437,3.3,1.93,86.26,74.65,Medium
INT2438,3.31,2.13,99.81,77.77,High
INT2439,4.48,1.8,41.58,55.12,Medium
INT2440,1.62,1.0,93.92,70.65,Medium
INT2441,4.41,3.33,0.0,78.79,High
INT2442,3.77,3.26,72.66,65.51,Medium
INT2443,5.47,4.0,61.13,70.98,Medium
INT2444,6.26,3.53,86.92,53.72,Medium
INT2445,3.54,1.0,95.21,64.32,Medium
INT2446,3.15,1.8,61.77,47.05,Low
INT2447,3.04,2.83,58.77,67.79,Medium
INT2448,2.28,5.0,84.81,96.7,High
INT2449,1.0,,98.85,94.21,High
INT2450,2.93,2.03,87.5,71.35,Medium
INT2451,2.13,5.0,64.23,87.74,High
INT2452,6.9,5.0,71.0,66.46,Medium
INT2453,4.67,1.8,1.03,45.45,Low
INT2454,3.21,3.27,53.38,87.66,High
INT2455,4.77,1.0,88.57,58.45,Medium
INT2456,2.14,1.0,46.29,60.73,Medium
INT2457,4.01,2.71,63.75,57.73,Medium
INT2458,4.53,3.67,96.9,72.44,Medium
INT2459,4.3,1.0,82.67,69.83,Medium
INT2460,3.56,,98.52,64.85,Medium
INT2461,6.75,3.29,79.01,43.43,Low
INT2462,6.77,4.85,91.06,66.88,Medium
INT2463,5.19,4.76,0.0,84.15,High
INT2464,4.49,3.91,66.87,73.47,Medium
INT2465,5.06,1.98,98.2,62.42,Medium
INT2466,1.97,2.78,51.1,62.24,Medium
